contrast,treatment,control,gene,total_counts,pct_treatment,pct_control,mean_norm_treatment,mean_norm_control,mean_log1p_treatment,mean_log1p_control,avg_log1p_diff,log2fc_mean_norm,welch_t,welch_df,cohen_d_log1p,p_value,tested,padj_bh,n_treatment_cells,n_control_cells,neglog10_padj,in_top_gene_heatmap,sig
IFNg_vs_no_treatment,IFNg,no_treatment,Acat1,6993,0.5037662634101719,0.5018472906403854,1.285746277968091,1.2783197063216398,0.6064123683257643,0.6020123939840827,0.004399974341681601,0.007752567361594975,0.3260340204225718,9146.14655849273,0.006788627598330812,0.7444060747767783,True,0.8727711885698758,4381,4872,0.059099598867522286,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Cul5,4731,0.39146313627025103,0.3809523809523801,0.9046330462664166,0.8651887061752254,0.44403944905270587,0.4285494927035441,0.015489956349161782,0.05778569715896406,1.2690432851734395,9114.7576764728,0.026445170585578895,0.20445803110025373,True,0.4264424548616026,4381,4872,0.37013956525190617,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Idh3a,10309,0.6416343300616519,0.6387520525451749,1.9003853624660003,1.8665107716361011,0.8345174906281657,0.8234667141929096,0.011050776435256093,0.02463986476360712,0.7687093388446926,9138.89093153716,0.01600907846058031,0.44208574385979527,True,0.6631174568449472,4381,4872,0.17840953895326153,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Skic8,6658,0.4921250855968866,0.48871100164202785,1.22014898411801,1.2062222371098552,0.5822626085863594,0.5784270983970952,0.003835510189264202,0.015300378714492233,0.2895914004534693,9144.612403100182,0.006030078299024159,0.7721354120248421,True,0.889586995825804,4381,4872,0.05081157432583748,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ireb2,1987,0.18762839534352638,0.1894499178981979,0.38566001131660227,0.3802350144433244,0.19993026976704628,0.1990346862426561,0.0008955835243901755,0.016206105585465362,0.09935215568687004,9129.152191636995,0.00206962514362611,0.9208608504117756,True,0.9654061092577576,4381,4872,0.015289957217619311,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Psma4,30609,0.9141748459256703,0.9125615763547539,5.592323173505216,5.503448179871998,1.7006711658042062,1.6890387341237072,0.011632431680498989,0.022702683062600818,0.8205133093228489,9138.85673106828,0.01708795929250107,0.41194494590712594,True,0.6388940304074223,4381,4872,0.19457116973799254,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ube2q2,3663,0.3070075325268153,0.31629720853859145,0.6885025842516104,0.7129866503455765,0.34193775248815583,0.3529286280432328,-0.01099087555507694,-0.04411617937173882,-0.9648039161534339,9170.153761833519,-0.020074937314721177,0.3346684758737745,True,0.5692014929267029,4381,4872,0.24473396949959683,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Fbxo22,2636,0.22962793882674848,0.2497947454844088,0.47751233441195107,0.512649494984367,0.24696447211590192,0.26804364821317633,-0.021079176097274416,-0.08521016499987759,-2.1162863436484525,9189.244874042892,-0.0440063205468015,0.03434727519055226,True,0.13039762412823952,4381,4872,0.8847303214675594,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Nrg4,1641,0.1718785665373181,0.11904761904761892,0.3935107503782977,0.2535529389324921,0.19068807576264266,0.12685840043043012,0.06382967533221254,0.48115526007473675,7.512520082876632,8499.068712393722,0.15803161919602235,6.387991181117792e-14,True,3.783893534801428e-12,4381,4872,11.42206109158809,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Etfa,8198,0.5601460853686414,0.5572660098522192,1.4900381987109927,1.4898527856390602,0.6899768242285106,0.6874564210093176,0.0025204032191930015,0.00016824131456877158,0.18197453433103747,9153.900802351916,0.003788223160212665,0.8556067402261589,True,0.9312343290636974,4381,4872,0.030941022548001476,False,False
