Gene,preferred_symbol,selected_query,resolved_symbol,entrezgene,gene_name,program,program_evidence,annotation_blob
RUNX3,RUNX3,RUNX3,RUNX3,864,RUNX family transcription factor 3,Transcription / chromatin (likely general),transcription by rna pol,"runx family transcription factor 3 | negative regulation of transcription by rna polymerase ii | negative regulation of transcription by rna polymerase ii | ossification | chondrocyte differentiation | regulation of dna-templated transcription | regulation of dna-templated transcription | regulation of transcription by rna polymerase ii | regulation of transcription by rna polymerase ii | protein phosphorylation | hemopoiesis | neuron differentiation | negative regulation of cd4-positive, alpha-beta t cell differentiation | negative regulation of cd4-positive, alpha-beta t cell differentiation | positive regulation of cd8-positive, alpha-beta t cell differentiation | positive regulation of cd8-positive, alpha-beta t cell differentiation | regulation of cell differentiation | negative regulation of cell cycle | negative regulation of cell cycle | positive regulation of dna-templated transcription | positive regulation of dna-templated transcription | peripheral nervous system neuron development | negative regulation of epithelial cell proliferation | negative regulation of epithelial cell proliferation | response to transforming growth factor beta | rna polymerase ii transcription regulatory region sequence-specific dna binding | rna polymerase ii transcription regulatory region sequence-specific dna binding | rna polymerase ii cis-regulatory region sequence-specific dna binding | dna-binding transcription factor activity, rna polymerase ii-specific | dna-binding transcription factor activity, rna polymerase ii-specific | dna-binding transcription factor activity, rna polymerase ii-specific | dna-binding transcription factor activity, rna polymerase ii-specific | transcription corepressor binding | dna binding | dna-binding transcription factor activity | dna-binding transcription factor activity | protein binding | atp binding | atp binding | sequence-specific double-stranded dna binding | sequence-specific double-stranded dna binding"
GJD3,GJD3,GJD3,GJD3,125111,gap junction protein delta 3,Transport — ion channels & solute carriers,ion channel,gap junction protein delta 3 | cell communication | cell communication | cell-cell signaling | response to glucose | negative regulation of heart rate | gap junction assembly | monoatomic ion transmembrane transport | transmembrane transport | av node cell to bundle of his cell communication by electrical coupling | av node cell to bundle of his cell communication by electrical coupling | cell communication involved in cardiac conduction | negative regulation of cell communication by electrical coupling involved in cardiac conduction | negative regulation of cardiac conduction | monoatomic ion channel activity | gap junction channel activity | protein binding | gap junction channel activity involved in cardiac conduction electrical coupling | gap junction channel activity involved in av node cell-bundle of his cell electrical coupling
CLK3,CLK3,CLK3,CLK3,1198,CDC like kinase 3,Spliceosome / RNA processing (likely general),rna splic,cdc like kinase 3 | protein phosphorylation | regulation of rna splicing | regulation of rna splicing | regulation of rna splicing | rna binding | protein kinase activity | protein serine/threonine kinase activity | protein serine/threonine kinase activity | protein serine/threonine kinase activity | protein serine/threonine kinase activity | protein serine/threonine/tyrosine kinase activity | protein tyrosine kinase activity | protein tyrosine kinase activity | protein binding | atp binding | identical protein binding | protein serine kinase activity
DHX15,DHX15,DHX15,DHX15,1665,DEAH-box helicase 15,Spliceosome / RNA processing (likely general),spliceosom,"deah-box helicase 15 | mrna splicing, via spliceosome | mrna splicing, via spliceosome | mrna processing | rna splicing | response to toxic substance | defense response to bacterium | positive regulation of canonical nf-kappab signal transduction | response to alkaloid | defense response to virus | defense response to virus | antiviral innate immune response | antiviral innate immune response | nucleic acid binding | rna binding | rna binding | rna binding | rna helicase activity | rna helicase activity | rna helicase activity | double-stranded rna binding | helicase activity | protein binding | atp binding | atp-dependent activity, acting on rna | atp hydrolysis activity | atp hydrolysis activity"
TRAPPC12,TRAPPC12,TRAPPC12,TRAPPC12,51112,trafficking protein particle complex subunit 12,TRAPP tethering complex,trafficking protein particle,trafficking protein particle complex subunit 12 | endoplasmic reticulum to golgi vesicle-mediated transport | endoplasmic reticulum to golgi vesicle-mediated transport | golgi organization | copii vesicle coat assembly | metaphase chromosome alignment | regulation of kinetochore assembly | positive regulation of protein localization to kinetochore | protein binding
ADPGK,ADPGK,ADPGK,ADPGK,83440,ADP dependent glucokinase,Metabolism / mitochondria (likely general),glycolytic,"adp dependent glucokinase | carbohydrate metabolic process | glucose metabolic process | glucose metabolic process | glucose metabolic process | glycolytic process | glycolytic process through glucose-6-phosphate | phosphotransferase activity, alcohol group as acceptor | adp-specific glucokinase activity | adp-specific glucokinase activity | adp-specific glucokinase activity | adp-specific glucokinase activity"
ZFYVE19,ZFYVE19,ZFYVE19,ZFYVE19,84936,zinc finger FYVE-type containing 19,Membrane lipid remodeling,phosphatidylinositol.*(phosphat|kinase),zinc finger fyve-type containing 19 | negative regulation of cytokinesis | mitotic cytokinesis checkpoint signaling | mitotic cytokinesis checkpoint signaling | midbody abscission | protein binding | phosphatidylinositol-3-phosphate binding | phosphatidylinositol-3-phosphate binding | metal ion binding
PIGA,PIGA,PIGA,PIGA,5277,phosphatidylinositol glycan anchor biosynthesis class A,GPI-anchor & glycan surface display,gpi[ -]anchor,phosphatidylinositol glycan anchor biosynthesis class a | gpi anchor biosynthetic process | gpi anchor biosynthetic process | gpi anchor biosynthetic process | protein binding | udp-glycosyltransferase activity | glycosyltransferase activity | phosphatidylinositol n-acetylglucosaminyltransferase activity | phosphatidylinositol n-acetylglucosaminyltransferase activity | phosphatidylinositol n-acetylglucosaminyltransferase activity
SLC9A6,SLC9A6,SLC9A6,SLC9A6,10479,solute carrier family 9 member A6,Endosomal pH & recycling,sodium.*proton antiport,solute carrier family 9 member a6 | monoatomic ion transport | monoatomic cation transport | sodium ion transport | regulation of ph | establishment of cell polarity | sodium ion transmembrane transport | axon extension | neuron projection morphogenesis | regulation of intracellular ph | regulation of intracellular ph | regulation of intracellular ph | transmembrane transport | potassium ion transmembrane transport | potassium ion transmembrane transport | dendrite extension | sodium ion import across plasma membrane | proton transmembrane transport | protein binding | antiporter activity | sodium:proton antiporter activity | sodium:proton antiporter activity | sodium:proton antiporter activity | potassium:proton antiporter activity | potassium:proton antiporter activity | identical protein binding
MTMR11,MTMR11,MTMR11,MTMR11,10903,myotubularin related protein 11,Membrane lipid remodeling,myotubularin,myotubularin related protein 11
TRAPPC13,TRAPPC13,TRAPPC13,TRAPPC13,80006,trafficking protein particle complex subunit 13,TRAPP tethering complex,trafficking protein particle,trafficking protein particle complex subunit 13 | endoplasmic reticulum to golgi vesicle-mediated transport | vesicle coat assembly | protein binding
NEDD8,NEDD8,NEDD8,NEDD8,4738,NEDD8 ubiquitin like modifier,COP9 signalosome / neddylation,neddylat,nedd8 ubiquitin like modifier | proteolysis | ubiquitin-dependent protein catabolic process | anatomical structure morphogenesis | protein ubiquitination | modification-dependent protein catabolic process | regulation of proteolysis | protein modification process | protein neddylation | protein neddylation | protein neddylation | protein neddylation | cellular response to camptothecin | regulation of postsynapse assembly | protein binding | protein tag activity | ubiquitin protein ligase binding
MATN1,MATN1,MATN1,MATN1,4146,matrilin 1,Other / unclear,no keyword match,matrilin 1 | extracellular matrix organization | protein-containing complex assembly | extracellular matrix structural constituent | calcium ion binding | protein binding
INTS4,INTS4,INTS4,INTS4,92105,integrator complex subunit 4,Spliceosome / RNA processing (likely general),rna processing,integrator complex subunit 4 | snrna processing | snrna processing | snrna processing | regulation of transcription elongation by rna polymerase ii | regulation of transcription elongation by rna polymerase ii | rna polymerase ii transcription initiation surveillance | protein binding | protein-macromolecule adaptor activity
ALG1,ALG1,ALG1,ALG1,56052,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,GPI-anchor & glycan surface display,n-linked glycosyl,alg1 chitobiosyldiphosphodolichol beta-mannosyltransferase | protein n-linked glycosylation | dolichol-linked oligosaccharide biosynthetic process | dolichol-linked oligosaccharide biosynthetic process | glycoprotein biosynthetic process | mannosyltransferase activity | mannosyltransferase activity | chitobiosyldiphosphodolichol beta-mannosyltransferase activity | chitobiosyldiphosphodolichol beta-mannosyltransferase activity | chitobiosyldiphosphodolichol beta-mannosyltransferase activity | glycosyltransferase activity
EXOC4,EXOC4,EXOC4,EXOC4,60412,exocyst complex component 4,Polarized exocytosis & fusion,exocyst,exocyst complex component 4 | mitotic cytokinesis | exocytosis | exocytosis | golgi to plasma membrane transport | chemical synaptic transmission | regulation of macroautophagy | cilium assembly | membrane fission | protein localization to ciliary membrane | protein binding | pdz domain binding | gtp-dependent protein binding
AMIGO3,AMIGO3,AMIGO3,AMIGO3,386724,adhesion molecule with Ig like domain 3,Surface sensing & adhesion,cell-cell adhesion,adhesion molecule with ig like domain 3 | heterophilic cell-cell adhesion | heterophilic cell-cell adhesion | heterophilic cell-cell adhesion | nervous system development | brain development | negative regulation of neuron projection development | positive regulation of synapse assembly | protein-containing complex binding
ARRB1,ARRB1,ARRB1,ARRB1,408,arrestin beta 1,Ubiquitin–proteasome / protein degradation,proteasom,arrestin beta 1 | intracellular glucose homeostasis | positive regulation of protein phosphorylation | desensitization of g protein-coupled receptor signaling pathway | g protein-coupled receptor internalization | g protein-coupled receptor internalization | g protein-coupled receptor internalization | positive regulation of receptor internalization | positive regulation of receptor internalization | regulation of transcription by rna polymerase ii | ubiquitin-dependent protein catabolic process | ubiquitin-dependent protein catabolic process | signal transduction | cell surface receptor signaling pathway | sensory perception | protein ubiquitination | negative regulation of protein ubiquitination | negative regulation of interleukin-6 production | negative regulation of interleukin-8 production | positive regulation of rho protein signal transduction | intraciliary retrograde transport | positive regulation of insulin secretion involved in cellular response to glucose stimulus | regulation of apoptotic process | negative regulation of canonical nf-kappab signal transduction | stress fiber assembly | proteasome-mediated ubiquitin-dependent protein catabolic process | proteasome-mediated ubiquitin-dependent protein catabolic process | negative regulation of notch signaling pathway | negative regulation of notch signaling pathway | negative regulation of notch signaling pathway | positive regulation of smoothened signaling pathway | positive regulation of smoothened signaling pathway | positive regulation of transcription by rna polymerase ii | positive regulation of erk1 and erk2 cascade | positive regulation of erk1 and erk2 cascade | positive regulation of erk1 and erk2 cascade | protein localization to non-motile cilium | protein localization to non-motile cilium | positive regulation of intracellular signal transduction | negative regulation of protein localization to ciliary membrane | g protein-coupled receptor binding | g protein-coupled receptor binding | transcription coactivator activity | histone acetyltransferase activity | enzyme inhibitor activity | cysteine-type endopeptidase inhibitor activity | gtpase activator activity | insulin-like growth factor receptor binding | protein binding | enzyme binding | protein-macromolecule adaptor activity | mitogen-activated protein kinase kinase binding | ubiquitin protein ligase binding | angiotensin receptor binding | angiotensin receptor binding | molecular adaptor activity | molecular adaptor activity | molecular adaptor activity | arrestin family protein binding
GOLT1B,GOLT1B,GOLT1B,GOLT1B,51026,golgi transport 1B,ER-Golgi / COPII vesicular transport,endoplasmic reticulum to golgi,"golgi transport 1b | endoplasmic reticulum to golgi vesicle-mediated transport | vesicle-mediated transport | retrograde transport, endosome to golgi | positive regulation of canonical nf-kappab signal transduction | protein binding"
WRB,GET1,GET1,GET1,7485,guided entry of tail-anchored proteins factor 1,Membrane-protein biogenesis (ER/GET/ERAD),tail-anchored,guided entry of tail-anchored proteins factor 1 | protein insertion into er membrane | protein insertion into er membrane | protein insertion into er membrane | protein stabilization | tail-anchored membrane protein insertion into er membrane | tail-anchored membrane protein insertion into er membrane | tail-anchored membrane protein insertion into er membrane | tail-anchored membrane protein insertion into er membrane | establishment of protein localization to membrane | protein binding | protein-membrane adaptor activity
KCNJ4,KCNJ4,KCNJ4,KCNJ4,3761,potassium inwardly rectifying channel subfamily J member 4,Other / unclear,no keyword match,potassium inwardly rectifying channel subfamily j member 4 | potassium ion transport | potassium ion transport | potassium ion import across plasma membrane | inward rectifier potassium channel activity | inward rectifier potassium channel activity | inward rectifier potassium channel activity | inward rectifier potassium channel activity | protein binding | pdz domain binding
UBA3,UBA3,UBA3,UBA3,9039,ubiquitin like modifier activating enzyme 3,COP9 signalosome / neddylation,neddylat,ubiquitin like modifier activating enzyme 3 | proteolysis | protein modification process | post-translational protein modification | protein neddylation | protein neddylation | protein neddylation | protein binding | ubiquitin-like modifier activating enzyme activity | nedd8 activating enzyme activity | nedd8 activating enzyme activity | nedd8 activating enzyme activity | nedd8 activating enzyme activity | nedd8 transferase activity | identical protein binding | protein heterodimerization activity
RILP,RILP,RILP,RILP,83547,Rab interacting lysosomal protein,Endosomal pH & recycling,endosome to lysosome,rab interacting lysosomal protein | endosome to lysosome transport | protein transport | endosome transport via multivesicular body sorting pathway | negative regulation of protein catabolic process | cholesterol homeostasis | early endosome to late endosome transport | early endosome to late endosome transport | positive regulation of protein catabolic process | cilium assembly | intralumenal vesicle formation | lysosome to er cholesterol transport | protein binding | small gtpase binding | small gtpase binding | small gtpase binding | sterol sensor activity | protein dimerization activity | dynein light intermediate chain binding | dynein light intermediate chain binding
DHDDS,DHDDS,DHDDS,DHDDS,79947,dehydrodolichyl diphosphate synthase subunit,GPI-anchor & glycan surface display,dolich,"dehydrodolichyl diphosphate synthase subunit | dolichyl diphosphate biosynthetic process | polyprenol biosynthetic process | dolichyl monophosphate biosynthetic process | prenyltransferase activity | protein binding | transferase activity, transferring alkyl or aryl (other than methyl) groups | ditrans,polycis-polyprenyl diphosphate synthase [(2e,6e)-farnesyl diphosphate specific] activity | ditrans,polycis-polyprenyl diphosphate synthase [(2e,6e)-farnesyl diphosphate specific] activity | ditrans,polycis-polyprenyl diphosphate synthase [(2e,6e)-farnesyl diphosphate specific] activity | ditrans,polycis-polyprenyl diphosphate synthase [(2e,6e)-farnesyl diphosphate specific] activity | ditrans,polycis-polyprenyl diphosphate synthase [(2e,6e)-farnesyl diphosphate specific] activity"
KIF13A,KIF13A,KIF13A,KIF13A,63971,kinesin family member 13A,Polarized exocytosis & fusion,golgi to plasma membrane,kinesin family member 13a | intracellular protein transport | intracellular protein transport | microtubule-based movement | microtubule-based movement | endosome to lysosome transport | melanosome organization | regulation of cytokinesis | vesicle cargo loading | golgi to plasma membrane protein transport | establishment of protein localization | plus-end-directed vesicle transport along microtubule | microtubule motor activity | microtubule motor activity | microtubule motor activity | protein binding | atp binding | microtubule binding | microtubule binding | atp hydrolysis activity
SEL1L,SEL1L,SEL1L,SEL1L,6400,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,Ubiquitin–proteasome / protein degradation,ubiquitin ligase,"sel1l adaptor subunit of syvn1 ubiquitin ligase | triglyceride metabolic process | triglyceride metabolic process | protein secretion | protein secretion | protein transport | retrograde protein transport, er to cytosol | erad pathway | erad pathway | erad pathway | erad pathway | erad pathway | erad pathway | protein stabilization | protein binding | ubiquitin-like ligase-substrate adaptor activity"
DFFA,DFFA,DFFA,DFFA,1676,DNA fragmentation factor subunit alpha,Other / unclear,no keyword match,dna fragmentation factor subunit alpha | apoptotic dna fragmentation | apoptotic process | apoptotic process | regulation of apoptotic process | negative regulation of execution phase of apoptosis | negative regulation of execution phase of apoptosis | negative regulation of apoptotic dna fragmentation | negative regulation of apoptotic dna fragmentation | negative regulation of apoptotic dna fragmentation | negative regulation of apoptotic dna fragmentation | negative regulation of apoptotic dna fragmentation | protein binding | deoxyribonuclease inhibitor activity | deoxyribonuclease inhibitor activity
C2orf72,C2orf72,C2orf72,C2orf72,257407,chromosome 2 open reading frame 72,Other / unclear,no keyword match,chromosome 2 open reading frame 72
RPRD1B,RPRD1B,RPRD1B,RPRD1B,58490,regulation of nuclear pre-mRNA domain containing 1B,Spliceosome / RNA processing (likely general),pre-mrna,regulation of nuclear pre-mrna domain containing 1b | rna polymerase ii promoter clearance | rna polymerase ii promoter clearance | positive regulation of cell population proliferation | regulation of cell cycle process | mrna 3'-end processing | positive regulation of transcription by rna polymerase ii | rna polymerase ii complex binding | rna polymerase ii complex binding | protein binding | identical protein binding | identical protein binding | rna polymerase ii c-terminal domain binding
ALG2,ALG2,ALG2,ALG2,85365,"ALG2 alpha-1,3/1,6-mannosyltransferase",GPI-anchor & glycan surface display,n-linked glycosyl,"alg2 alpha-1,3/1,6-mannosyltransferase | protein n-linked glycosylation | dolichol-linked oligosaccharide biosynthetic process | dolichol-linked oligosaccharide biosynthetic process | dolichol-linked oligosaccharide biosynthetic process | dolichol-linked oligosaccharide biosynthetic process | glycoprotein biosynthetic process | glycoprotein biosynthetic process | alpha-1,3-mannosyltransferase activity | alpha-1,3-mannosyltransferase activity | alpha-1,3-mannosyltransferase activity | gdp-man:man(1)glcnac(2)-pp-dol alpha-1,3-mannosyltransferase activity | gdp-man:man(1)glcnac(2)-pp-dol alpha-1,3-mannosyltransferase activity | protein binding | glycosyltransferase activity | gdp-man:man(2)glcnac(2)-pp-dol alpha-1,6-mannosyltransferase activity | gdp-man:man(2)glcnac(2)-pp-dol alpha-1,6-mannosyltransferase activity"
CD58,CD58,CD58,CD58,965,CD58 molecule,Surface sensing & adhesion,cell-cell adhesion,cd58 molecule | immune response | positive regulation of interleukin-8 production | heterotypic cell-cell adhesion | heterotypic cell-cell adhesion | cellular response to type ii interferon | cellular response to tumor necrosis factor | cell-cell adhesion | signaling receptor binding | signaling receptor binding | protein binding
MAP3K8,MAP3K8,MAP3K8,MAP3K8,1326,mitogen-activated protein kinase kinase kinase 8,Cytokine / GPCR / surface receptor signaling,mapk cascade,mitogen-activated protein kinase kinase kinase 8 | mapk cascade | mapk cascade | protein phosphorylation | signal transduction | t cell costimulation | positive regulation of inflammatory response | magnesium ion binding | protein kinase activity | protein serine/threonine kinase activity | map kinase kinase kinase activity | map kinase kinase kinase activity | map kinase kinase kinase activity | protein binding | atp binding | protein serine kinase activity
ACVR1,ACVR1,ACVR1,ACVR1,90,activin A receptor type 1,Cytokine / GPCR / surface receptor signaling,growth factor.*signal,"activin a receptor type 1 | osteoblast differentiation | acute inflammatory response | embryonic heart tube morphogenesis | outflow tract septum morphogenesis | atrioventricular valve morphogenesis | atrioventricular valve morphogenesis | mitral valve morphogenesis | endocardial cushion formation | endocardial cushion formation | endocardial cushion fusion | endocardial cushion fusion | atrial septum primum morphogenesis | atrial septum primum morphogenesis | atrial septum primum morphogenesis | cell surface receptor protein serine/threonine kinase signaling pathway | transforming growth factor beta receptor signaling pathway | transforming growth factor beta receptor signaling pathway | transforming growth factor beta receptor signaling pathway | heart development | dorsal/ventral pattern formation | negative regulation of signal transduction | cell differentiation | regulation of ossification | positive regulation of cell migration | positive regulation of bone mineralization | bmp signaling pathway | bmp signaling pathway | bmp signaling pathway | bmp signaling pathway | bmp signaling pathway | activin receptor signaling pathway | activin receptor signaling pathway | negative regulation of activin receptor signaling pathway | endothelial cell differentiation | positive regulation of cell differentiation | positive regulation of osteoblast differentiation | positive regulation of dna-templated transcription | positive regulation of transcription by rna polymerase ii | positive regulation of transcription by rna polymerase ii | positive regulation of transcription by rna polymerase ii | positive regulation of transcription by rna polymerase ii | positive regulation of multicellular organismal process | positive regulation of smad protein signal transduction | positive regulation of smad protein signal transduction | positive regulation of smad protein signal transduction | ventricular septum morphogenesis | ventricular septum morphogenesis | epithelial tube morphogenesis | cardiac muscle cell fate commitment | endocardial cushion cell fate commitment | positive regulation of cardiac epithelial to mesenchymal transition | positive regulation of cardiac epithelial to mesenchymal transition | cellular response to growth factor stimulus | cellular response to bmp stimulus | circulatory system development | positive regulation of intracellular signal transduction | positive regulation of determination of dorsal identity | regulation of multicellular organismal development | negative regulation of g1/s transition of mitotic cell cycle | negative regulation of extrinsic apoptotic signaling pathway | protein kinase activity | protein kinase activity | protein serine/threonine kinase activity | transmembrane receptor protein serine/threonine kinase activity | transmembrane receptor protein serine/threonine kinase activity | transmembrane receptor protein serine/threonine kinase activity | transmembrane receptor protein serine/threonine kinase activity | transforming growth factor beta receptor activity, type i | transforming growth factor beta receptor activity, type i | protein binding | atp binding | atp binding | activin receptor activity, type i | activin receptor activity, type i | peptide hormone binding | growth factor binding | protein homodimerization activity | cadherin binding | smad binding | smad binding | smad binding | activin binding | activin binding | transforming growth factor beta binding | transforming growth factor beta binding | bmp receptor activity | bmp receptor activity | protein tyrosine kinase binding"
RABGGTB,RABGGTB,RABGGTB,RABGGTB,5876,Rab geranylgeranyltransferase subunit beta,ER-Golgi / COPII vesicular transport,endoplasmic reticulum to golgi,rab geranylgeranyltransferase subunit beta | endoplasmic reticulum to golgi vesicle-mediated transport | visual perception | protein geranylgeranylation | protein modification process | catalytic activity | protein geranylgeranyltransferase activity | protein geranylgeranyltransferase activity | rab geranylgeranyltransferase activity | rab geranylgeranyltransferase activity | rab geranylgeranyltransferase activity | protein binding | zinc ion binding | protein prenyltransferase activity | small gtpase binding
ITIH5,ITIH5,ITIH5,ITIH5,80760,inter-alpha-trypsin inhibitor heavy chain 5,Other / unclear,no keyword match,inter-alpha-trypsin inhibitor heavy chain 5 | hyaluronan metabolic process | serine-type endopeptidase inhibitor activity
TSSC1,EIPR1,EIPR1,EIPR1,7260,EARP complex and GARP complex interacting protein 1,Other / unclear,no keyword match,"earp complex and garp complex interacting protein 1 | protein ubiquitination | endocytic recycling | endocytic recycling | regulation of insulin secretion | regulation of insulin secretion | regulation of transport | positive regulation of retrograde transport, endosome to golgi | positive regulation of endocytic recycling | protein binding"
TUBGCP4,TUBGCP4,TUBGCP4,TUBGCP4,27229,tubulin gamma complex component 4,Other / unclear,no keyword match,tubulin gamma complex component 4 | microtubule cytoskeleton organization | mitotic cell cycle | microtubule nucleation | microtubule nucleation | microtubule nucleation | cytoplasmic microtubule organization | spindle assembly | meiotic cell cycle | protein-containing complex assembly | structural constituent of cytoskeleton | protein binding | gamma-tubulin binding | gamma-tubulin binding | microtubule minus-end binding
C17orf72,HROB,HROB,HROB,78995,homologous recombination factor with OB-fold,Other / unclear,no keyword match,homologous recombination factor with ob-fold | recombinational repair | dna synthesis involved in dna repair | dna damage response | female gamete generation | female gamete generation | interstrand cross-link repair | male gamete generation | male gamete generation | single-stranded dna binding | single-stranded dna binding | protein binding
ATP11A,ATP11A,ATP11A,ATP11A,23250,ATPase phospholipid transporting 11A,Membrane lipid remodeling,phosphatidylserine,atpase phospholipid transporting 11a | positive regulation of myotube differentiation | positive regulation of myotube differentiation | phospholipid transport | phospholipid translocation | phospholipid translocation | regulation of membrane lipid distribution | aminophospholipid translocation | nucleotide binding | magnesium ion binding | protein binding | atp binding | atp hydrolysis activity | phosphatidylethanolamine flippase activity | phosphatidylethanolamine flippase activity | phosphatidylethanolamine flippase activity | phosphatidylserine floppase activity | phosphatidylserine floppase activity | atpase-coupled intramembrane lipid carrier activity | atpase-coupled intramembrane lipid carrier activity | atpase-coupled intramembrane lipid carrier activity | phosphatidylserine flippase activity | phosphatidylserine flippase activity
KCNQ3,KCNQ3,KCNQ3,KCNQ3,3786,potassium voltage-gated channel subfamily Q member 3,Transport — ion channels & solute carriers,ion channel,potassium voltage-gated channel subfamily q member 3 | monoatomic ion transport | potassium ion transport | chemical synaptic transmission | transmembrane transport | potassium ion transmembrane transport | potassium ion transmembrane transport | monoatomic ion channel activity | voltage-gated monoatomic ion channel activity | voltage-gated potassium channel activity | voltage-gated potassium channel activity | voltage-gated potassium channel activity | potassium channel activity | protein binding | calmodulin binding | calmodulin binding | voltage-gated monoatomic cation channel activity
TAF1A,TAF1A,TAF1A,TAF1A,9015,"TATA-box binding protein associated factor, RNA polymerase I subunit A",Transcription / chromatin (likely general),transcription by rna pol,"tata-box binding protein associated factor, rna polymerase i subunit a | regulation of dna-templated transcription | transcription by rna polymerase i | transcription by rna polymerase i | transcription by rna polymerase ii | protein binding"
MTMR9,MTMR9,MTMR9,MTMR9,66036,myotubularin related protein 9,Membrane lipid remodeling,phosphatidylinositol.*(phosphat|kinase),myotubularin related protein 9 | phosphatidylinositol biosynthetic process | negative regulation of autophagy | negative regulation of autophagy | positive regulation of phosphatase activity | phosphatidylinositol dephosphorylation | protein stabilization | regulation of phosphatidylinositol dephosphorylation | protein binding | phosphatase activator activity | protein phosphatase binding | protein phosphatase binding | enzyme regulator activity
FAM204A,FAM204A,FAM204A,FAM204A,63877,family with sequence similarity 204 member A,Other / unclear,no keyword match,family with sequence similarity 204 member a | protein binding
GTF2F2,GTF2F2,GTF2F2,GTF2F2,2963,general transcription factor IIF subunit 2,Transcription / chromatin (likely general),transcription by rna pol,general transcription factor iif subunit 2 | transcription by rna polymerase ii | transcription by rna polymerase ii | transcription by rna polymerase ii | transcription initiation at rna polymerase ii promoter | transcription initiation at rna polymerase ii promoter | transcription initiation at rna polymerase ii promoter | transcription initiation at rna polymerase ii promoter | transcription elongation by rna polymerase ii | transcription elongation by rna polymerase ii | transcription elongation by rna polymerase ii | positive regulation of transcription by rna polymerase ii | protein binding | rna polymerase ii general transcription initiation factor activity
EPB41L1,EPB41L1,EPB41L1,EPB41L1,2036,erythrocyte membrane protein band 4.1 like 1,Membrane–cortex mechanics,band 4\.1,erythrocyte membrane protein band 4.1 like 1 | cortical actin cytoskeleton organization | actomyosin structure organization | actin binding | structural molecule activity | protein binding | cytoskeletal protein binding
QSOX2,QSOX2,QSOX2,QSOX2,169714,quiescin sulfhydryl oxidase 2,Other / unclear,no keyword match,quiescin sulfhydryl oxidase 2 | protein folding | female gonad development | female gonad development | protein disulfide isomerase activity | flavin-dependent sulfhydryl oxidase activity | flavin-dependent sulfhydryl oxidase activity | thiol oxidase activity
CRYGB,CRYGB,CRYGB,CRYGB,1419,crystallin gamma B,Other / unclear,no keyword match,crystallin gamma b | lens development in camera-type eye | visual perception | visual perception | visual perception | structural constituent of eye lens | structural constituent of eye lens | structural constituent of eye lens | protein binding
NFKBID,NFKBID,NFKBID,NFKBID,84807,NFKB inhibitor delta,Other / unclear,no keyword match,nfkb inhibitor delta | regulation of gene expression | t cell receptor signaling pathway | positive regulation of t-helper 17 cell differentiation | protein binding
TAF1D,TAF1D,TAF1D,TAF1D,79101,"TATA-box binding protein associated factor, RNA polymerase I subunit D",Transcription / chromatin (likely general),dna-templated transcription,"tata-box binding protein associated factor, rna polymerase i subunit d | regulation of dna-templated transcription | regulation of dna-templated transcription | protein binding | identical protein binding"
CCDC50,CCDC50,CCDC50,CCDC50,152137,coiled-coil domain containing 50,Other / unclear,no keyword match,coiled-coil domain containing 50 | sensory perception of sound | protein binding | ubiquitin protein ligase binding | ubiquitin protein ligase binding
TMC7,TMC7,TMC7,TMC7,79905,transmembrane channel like 7,Surface sensing & adhesion,mechanosensit,transmembrane channel like 7 | monoatomic ion transmembrane transport | sensory perception of mechanical stimulus | sensory perception of mechanical stimulus | ion channel inhibitor activity | ion channel inhibitor activity | mechanosensitive monoatomic ion channel activity
